,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_total_listings_count,host_verifications,host_identity_verified,neighbourhood,property_type,room_type,bedrooms,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,price,price_avg,price_std,beds,accommodates,reviews_per_month,availability_60,availability_90,availability_365,revenue,booking_rate,bathrooms_text,price_per_person,accom_per_bed,price_surge_percent,price_std_percent
6198,"Venice, Italy",within an hour,100.0,100.0,t,host neighbourhood not available,2,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire condo,Entire home/apt,1.0,3,60,t,0,59,59,7,4.98,4.92,4.98,4.93,4.93,4.95,4.95,t,188.2876712328767,188.2876712328767,3.7704732412581565,2.0,4.0,5.32,5,5,100,51.64657534246575,27.397260273972602,1.5 baths,47.071917808219176,2.0,0.0,2.0025067050698104
6199,"Venice, Italy",within an hour,100.0,100.0,t,host neighbourhood not available,2,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire condo,Entire home/apt,1.0,3,1125,t,2,38,38,3,4.74,4.92,4.84,4.89,4.68,4.89,4.76,t,197.76712328767124,197.76712328767124,7.757521249249696,3.0,4.0,3.42,13,13,111,60.51780821917808,30.41095890410959,2 baths,49.44178082191781,1.3333333333333333,0.0,3.92255351662553
6200,Italy,within an hour,100.0,100.0,f,host neighbourhood not available,1,"['email', 'phone']",t,neighbourhood not available,Entire condo,Entire home/apt,1.0,2,28,t,4,4,4,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,235.15068493150685,235.15068493150685,24.691320288848452,1.0,2.0,0.39,7,19,47,27.835616438356166,12.876712328767123,1 bath,117.57534246575342,2.0,0.0,10.500211936886503
6201,host location not available,within an hour,100.0,100.0,f,host neighbourhood not available,3,['phone'],t,"Venice, Veneto, Italy",Entire condo,Entire home/apt,1.0,2,365,t,3,3,3,1,4.33,5.0,5.0,4.33,4.33,4.67,4.67,t,200.0,200.0,0.0,3.0,5.0,1.01,15,45,316,173.15068493150685,86.57534246575342,1 bath,40.0,1.6666666666666667,0.0,0.0
6202,"Venice, Italy",within an hour,100.0,100.0,f,host neighbourhood not available,6,"['email', 'phone']",t,neighbourhood not available,Private room in bed and breakfast,Private room,1.0,2,1125,t,8,35,35,3,4.2,4.29,4.46,4.63,4.63,4.8,4.2,t,109.45479452054795,109.45479452054795,18.852995805720628,1.0,2.0,3.08,34,64,326,98.47123287671234,89.31506849315069,1 private bath,54.727397260273975,2.0,0.0,17.224458634547393
6203,"Venice, Italy",within an hour,100.0,100.0,f,host neighbourhood not available,6,"['email', 'phone']",t,neighbourhood not available,Private room in bed and breakfast,Private room,1.0,2,1125,t,3,39,39,1,4.21,4.41,4.26,4.46,4.28,4.79,4.26,t,114.78082191780823,114.78082191780823,23.172339620729264,1.0,2.0,3.38,22,48,323,103.66027397260274,88.4931506849315,1 private bath,57.39041095890411,2.0,0.0,20.188337418704336
6204,"Venice, Italy",within an hour,100.0,100.0,f,host neighbourhood not available,6,"['email', 'phone']",t,neighbourhood not available,Private room in rental unit,Private room,1.0,2,1125,t,8,35,35,6,4.2,4.11,4.2,4.31,4.34,4.91,4.17,t,104.76164383561644,104.76164383561644,29.814180148877504,1.0,2.0,3.15,35,65,337,96.22739726027397,92.32876712328768,1 private bath,52.38082191780822,2.0,0.0,28.459061023955982
6205,host location not available,within an hour,100.0,100.0,f,host neighbourhood not available,19,"['email', 'phone']",t,neighbourhood not available,Entire condo,Entire home/apt,2.0,1,1125,t,7,4,4,2,4.0,3.75,3.25,4.75,4.75,5.0,4.25,t,171.35616438356163,171.35616438356163,40.013860875585415,4.0,6.0,0.41,27,57,321,151.75342465753425,87.94520547945206,1 bath,28.559360730593607,1.5,0.0,23.351281828425417
6206,host location not available,within an hour,100.0,78.0,f,host neighbourhood not available,1,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire condo,Entire home/apt,1.0,2,30,t,5,1,1,0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,t,105.06301369863014,105.06301369863014,14.601252268752347,1.0,2.0,0.12,7,17,264,80.52602739726028,72.32876712328768,1 bath,52.53150684931507,2.0,0.0,13.897614160046434
6207,host location not available,within a few hours,91.0,87.0,f,host neighbourhood not available,7,['phone'],t,"Venice, Veneto, Italy",Entire loft,Entire home/apt,1.0,1,365,t,12,3,3,0,4.33,5.0,5.0,4.0,4.33,4.67,4.67,f,100.61369863013698,100.61369863013698,20.49004928067062,2.0,2.0,0.55,31,31,31,12.613698630136986,8.493150684931507,1 bath,50.30684931506849,1.0,0.0,20.36506913039096
6208,"Venice, Italy",within a few hours,100.0,92.0,t,host neighbourhood not available,4,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire condo,Entire home/apt,3.0,3,365,t,3,10,10,2,4.8,4.7,4.9,4.7,4.3,4.9,4.7,f,159.93150684931507,159.93150684931507,0.5819814374161089,5.0,7.0,2.24,5,29,265,116.10958904109589,72.6027397260274,2 baths,22.847358121330725,1.4,0.0,0.36389417500107873
6209,"Haarlem, Netherlands",within an hour,100.0,99.0,t,host neighbourhood not available,6,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,2.0,3,30,t,4,35,35,4,4.97,4.97,4.94,4.94,4.97,4.97,4.86,t,177.80547945205478,177.80547945205478,23.174160785989184,4.0,5.0,4.53,8,28,295,143.66575342465754,80.82191780821918,1 bath,35.561095890410954,1.25,0.0,13.03343454735212
6210,"Venice, Italy",within an hour,100.0,100.0,f,Dorsoduro/Accademia,4,"['email', 'phone']",t,neighbourhood not available,Entire condo,Entire home/apt,2.0,3,365,t,1,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,85.0,85.0,0.0,4.0,4.0,0.19,1,4,103,23.986301369863014,28.21917808219178,1 bath,21.25,1.0,0.0,0.0
6211,host location not available,within an hour,100.0,100.0,t,host neighbourhood not available,2,"['email', 'phone']",f,neighbourhood not available,Entire condo,Entire home/apt,1.0,2,120,t,4,11,11,1,4.91,5.0,4.73,4.73,4.73,5.0,4.82,t,111.47123287671234,111.47123287671234,7.577973420918482,3.0,2.0,1.09,13,43,311,94.9068493150685,85.2054794520548,2 baths,55.73561643835617,0.6666666666666666,0.0,6.798142646632206
6212,"Venice, Italy",within an hour,100.0,100.0,f,San Marco,2,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire home,Entire home/apt,2.0,2,1125,t,5,9,9,1,4.89,4.67,4.89,4.89,4.89,5.0,4.89,t,267.6876712328767,267.6876712328767,16.57404253781983,4.0,6.0,0.85,10,25,168,121.91232876712328,46.02739726027397,2 baths,44.61461187214612,1.5,0.0,6.191559910654656
6213,"Venice, Italy",within an hour,100.0,100.0,t,Cannaregio,1,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire condo,Entire home/apt,1.0,2,1125,t,4,43,43,4,4.93,4.93,4.98,4.95,5.0,4.93,4.86,f,155.13698630136986,155.13698630136986,13.207260603581297,1.0,2.0,4.66,23,53,143,61.821917808219176,39.178082191780824,1 bath,77.56849315068493,2.0,0.0,8.513289395685957
6214,host location not available,within an hour,100.0,100.0,t,host neighbourhood not available,1,"['email', 'phone']",f,"Venice, Veneto, Italy",Entire home,Entire home/apt,2.0,2,28,t,14,27,27,1,5.0,5.0,5.0,5.0,5.0,4.96,4.93,t,110.36986301369863,110.36986301369863,2.215745659442235,4.0,4.0,3.25,44,74,164,49.33972602739726,44.93150684931507,1 bath,27.59246575342466,1.0,0.0,2.007564020594305
6215,host location not available,response not available,96.16273880909218,100.0,f,San Polo,3,"['email', 'phone']",t,"Venice, Veneto, Italy",Private room in home,Private room,1.0,2,30,t,1,0,0,0,4.699328233657858,4.765781402481528,4.7581486128537565,4.812938798271295,4.800136604404795,4.833939774153075,4.652796598354941,f,160.36986301369862,160.36986301369862,8.875678041449476,1.0,2.0,1.8503838664812238,12,42,304,134.3013698630137,83.28767123287672,1 private bath,80.18493150684931,2.0,0.0,5.534504971605124
6216,"Venice, Italy",within an hour,100.0,98.0,t,San Marco,134,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,1,1125,t,1,12,12,3,4.92,5.0,4.92,4.83,4.75,5.0,4.83,t,249.8904109589041,249.8904109589041,60.40007678744747,2.0,3.0,1.13,7,37,312,212.67123287671234,85.47945205479452,1 bath,83.29680365296804,1.5,0.0,24.170626057908482
6217,"Venice, Italy",within an hour,100.0,96.0,f,host neighbourhood not available,3,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,2,28,t,4,7,7,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,376.35616438356163,376.35616438356163,121.41398731166822,2.0,3.0,1.51,17,47,319,342.16438356164383,87.3972602739726,1 bath,125.45205479452055,1.5,0.0,32.26039555125493
6218,host location not available,within a few hours,100.0,93.0,t,San Marco,3,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,2.0,2,15,t,10,15,15,1,4.87,4.8,4.8,4.87,4.93,5.0,4.8,f,206.02739726027397,206.02739726027397,16.302407125858554,4.0,5.0,1.38,38,68,343,192.32876712328766,93.97260273972603,2 baths,41.205479452054796,1.25,0.0,7.912737501247835
6219,"Milan, Italy",within an hour,99.0,100.0,f,Lido,209,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire condo,Entire home/apt,2.0,2,29,t,6,38,38,3,4.61,4.82,4.68,4.82,4.61,4.89,4.68,f,207.43835616438355,207.43835616438355,108.19797512646073,3.0,6.0,3.5,6,6,6,3.5643835616438357,1.643835616438356,2 baths,34.57305936073059,2.0,0.0,52.15909782890863
6220,"Venice, Italy",within an hour,98.0,100.0,f,host neighbourhood not available,10,"['email', 'phone']",t,neighbourhood not available,Private room in bed and breakfast,Private room,1.0,1,1125,t,0,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,42.52876712328767,42.52876712328767,2.9347051563930764,2.469668306217682,1.0,0.15,9,39,129,14.26849315068493,35.342465753424655,1 private bath,42.52876712328767,1.7769961493198232,0.0,6.9005178257003985
6221,host location not available,within an hour,100.0,99.0,f,host neighbourhood not available,13,"['email', 'phone']",t,"Venice, Veneto, Italy",Private room in condo,Private room,1.0,2,1125,t,27,4,4,0,2.25,1.25,1.0,3.5,2.75,3.75,2.5,t,42.98082191780822,42.98082191780822,56.388976441834465,2.469668306217682,2.0,0.52,57,87,362,42.463013698630135,99.17808219178083,1 shared bath,21.49041095890411,1.7769961493198232,0.0,131.19566803460975
6222,"Venice, Italy",within an hour,100.0,100.0,f,host neighbourhood not available,3,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,1,28,t,4,38,38,5,4.97,4.87,4.92,4.97,4.97,4.95,4.74,t,123.38356164383562,123.38356164383562,17.525515258674748,1.0,2.0,3.67,10,24,280,97.4931506849315,76.71232876712328,1 bath,61.69178082191781,2.0,0.0,14.204092526737611
6223,"Venice, Italy",within a few hours,100.0,93.0,t,host neighbourhood not available,4,"['email', 'phone']",t,"Venice, Veneto, Italy",Private room in bed and breakfast,Private room,1.0,2,1125,t,9,23,23,5,4.91,4.83,4.96,4.96,4.91,5.0,4.91,f,289.8876712328767,289.8876712328767,65.07861675368449,3.0,4.0,2.16,36,65,224,173.93698630136987,61.369863013698634,1 private bath,72.47191780821917,1.3333333333333333,0.0,22.449597969071476
6224,host location not available,response not available,96.16273880909218,93.0969346598548,f,host neighbourhood not available,28,['email'],t,neighbourhood not available,Entire loft,Entire home/apt,1.0,3,7,t,0,11,11,1,4.82,4.73,4.91,4.91,4.91,4.91,4.64,t,280.3835616438356,280.3835616438356,12.101482672971887,1.0,2.0,1.06,16,46,321,246.75068493150684,87.94520547945206,1 bath,140.1917808219178,2.0,0.0,4.3160457061117246
6225,"Venice, Italy",within an hour,100.0,98.0,f,Cannaregio,126,"['email', 'phone', 'work_email']",t,"Venice, Veneto, Italy",Entire condo,Entire home/apt,3.0,2,30,t,1,5,5,0,3.8,4.2,4.2,4.4,4.2,4.2,3.4,t,337.09589041095893,337.09589041095893,27.120085204999242,5.0,10.0,0.49,3,26,250,230.68493150684932,68.4931506849315,3 baths,33.709589041095896,2.0,0.0,8.045213832757414
6226,"Venice, Italy",within an hour,98.0,97.0,t,San Marco,20,"['email', 'phone']",t,neighbourhood not available,Entire condo,Entire home/apt,3.0,2,30,t,3,6,6,0,4.5,4.67,4.83,4.67,4.5,5.0,4.5,t,638.9780821917808,638.9780821917808,126.82658646661365,4.0,6.0,0.56,15,43,310,556.7945205479452,84.93150684931507,3 baths,106.49634703196347,1.5,0.0,19.84834691537171
6227,"Venice, Italy",within an hour,98.0,97.0,t,San Marco,20,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire condo,Entire home/apt,2.0,2,1125,t,7,12,12,1,5.0,4.92,4.92,4.92,4.92,5.0,4.92,t,587.8739726027397,587.8739726027397,127.71489327236141,2.0,4.0,1.16,15,41,316,527.2931506849316,86.57534246575342,2 baths,146.96849315068494,2.0,0.0,21.724876287160566
6228,"Venice, Italy",within a few hours,100.0,0.0,f,host neighbourhood not available,1,"['email', 'phone']",t,neighbourhood not available,Private room in rental unit,Private room,1.0,3,10,t,0,0,0,0,4.699328233657858,4.765781402481528,4.7581486128537565,4.812938798271295,4.800136604404795,4.833939774153075,4.652796598354941,t,61.6986301369863,61.6986301369863,13.536362233403933,2.0,2.0,1.8503838664812238,1,28,118,18.753424657534246,32.32876712328767,1 bath,30.84931506849315,1.0,0.0,21.939485857870494
6229,host location not available,within an hour,100.0,100.0,f,host neighbourhood not available,19,"['email', 'phone']",t,neighbourhood not available,Private room in home,Private room,1.0,1,1125,t,16,15,15,3,4.33,4.47,4.33,4.73,4.4,4.8,4.4,t,63.942465753424656,63.942465753424656,12.534544769742372,1.0,2.0,1.82,44,74,349,60.5013698630137,95.61643835616438,1 bath,31.971232876712328,2.0,0.0,19.602848626573397
6230,"New York, United States",within an hour,100.0,100.0,f,San Polo,1,"['email', 'phone']",t,neighbourhood not available,Entire loft,Entire home/apt,1.0,2,28,t,3,4,4,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,209.57260273972602,209.57260273972602,40.26005184796143,2.0,2.0,1.88,24,54,124,71.24383561643836,33.97260273972603,1.5 baths,104.78630136986301,1.0,0.0,19.210551055646093
6231,"Venice, Italy",within an hour,99.0,99.0,f,host neighbourhood not available,22,"['email', 'phone']",t,neighbourhood not available,Private room in condo,Private room,1.0,1,5,t,3,51,51,2,4.25,4.37,4.45,4.55,4.55,4.53,4.35,t,66.63013698630137,66.63013698630137,5.6706949816217245,1.0,2.0,4.8,26,56,325,59.56164383561644,89.04109589041096,1 private bath,33.31506849315068,2.0,0.0,8.510705872910894
6232,"Venice, Italy",within an hour,99.0,99.0,f,host neighbourhood not available,22,"['email', 'phone']",t,neighbourhood not available,Private room in condo,Private room,1.0,1,7,t,4,57,57,3,4.3,4.46,4.23,4.58,4.51,4.67,4.3,t,62.821917808219176,62.821917808219176,4.567390584509684,1.0,2.0,6.02,21,51,320,54.95890410958904,87.67123287671232,1 bath,31.410958904109588,2.0,0.0,7.2703775113215645
6233,Monaco,within a few hours,100.0,61.0,f,Campo Marzo,9,"['email', 'phone', 'work_email']",t,neighbourhood not available,Entire condo,Entire home/apt,2.0,4,1125,t,28,0,0,0,4.699328233657858,4.765781402481528,4.7581486128537565,4.812938798271295,4.800136604404795,4.833939774153075,4.652796598354941,f,1100.0,1100.0,0.0,2.0,4.0,1.8503838664812238,58,88,178,536.4383561643835,48.76712328767123,3 baths,275.0,2.0,0.0,0.0
6234,"Venice, Italy",within an hour,100.0,100.0,t,Cannaregio,28,"['email', 'phone']",t,"Venice, Veneto, Italy",Private room in guest suite,Private room,1.0,1,29,t,11,3,3,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,257.1890410958904,257.1890410958904,29.062359826644574,2.0,2.0,0.31,36,61,310,222.9095890410959,84.93150684931507,1 private bath,128.5945205479452,1.0,0.0,11.299999293441497
6235,"Venice, Italy",within an hour,100.0,98.0,t,San Marco,134,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,4.0,1,1125,t,4,3,3,1,5.0,5.0,5.0,5.0,5.0,5.0,4.67,t,691.8986301369863,691.8986301369863,25.818536728049835,4.0,8.0,0.36,22,52,316,596.8520547945205,86.57534246575342,2 baths,86.48732876712329,2.0,0.0,3.731549045405412
6236,"Lido, Italy",within an hour,100.0,100.0,f,host neighbourhood not available,3,"['email', 'phone']",t,neighbourhood not available,Entire condo,Entire home/apt,1.0,2,10,t,2,14,14,3,4.86,4.93,4.79,5.0,4.86,5.0,4.86,t,110.10958904109589,110.10958904109589,4.915666935834381,2.0,2.0,1.33,22,52,317,95.53424657534246,86.84931506849315,1 bath,55.054794520547944,1.0,0.0,4.464340461755534
6237,"Venice, Italy",within an hour,100.0,100.0,t,Cannaregio,28,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire guest suite,Entire home/apt,2.0,1,29,t,21,35,35,1,5.0,5.0,5.0,4.97,4.97,5.0,4.77,t,325.1287671232877,325.1287671232877,95.10510305037836,3.0,4.0,3.34,49,79,161,150.96164383561643,44.109589041095894,1 bath,81.28219178082192,1.3333333333333333,0.0,29.251518987956803
6238,host location not available,within an hour,100.0,57.0,f,Giudecca,5,"['email', 'phone']",t,"Venice, Veneto, Italy",Private room in bed and breakfast,Private room,1.0,1,30,t,9,2,2,0,5.0,5.0,5.0,4.5,4.5,5.0,5.0,t,380.413698630137,380.413698630137,381.5441318341912,1.0,2.0,0.19,35,43,187,77.96986301369863,51.23287671232877,1 private bath,190.2068493150685,2.0,0.0,100.29715891097636
6239,"London, United Kingdom",within a day,74.0,46.0,f,San Marco,75,"['email', 'phone']",t,neighbourhood not available,Entire condo,Entire home/apt,2.0,2,10,t,20,0,0,0,4.699328233657858,4.765781402481528,4.7581486128537565,4.812938798271295,4.800136604404795,4.833939774153075,4.652796598354941,f,234.08219178082192,234.08219178082192,30.028262065184986,6.0,6.0,1.8503838664812238,42,72,345,219.6164383561644,94.52054794520548,2 baths,39.013698630136986,1.0,0.0,12.828084800787126
6240,"Rome, Italy",within an hour,100.0,100.0,t,host neighbourhood not available,4,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,2,365,t,0,39,39,3,4.72,4.85,4.72,4.79,4.72,4.85,4.72,t,92.0958904109589,92.0958904109589,5.674708647121483,2.0,4.0,4.02,2,22,297,75.41095890410959,81.36986301369863,1 bath,23.023972602739725,2.0,0.0,6.161739271751722
6241,"Venice, Italy",within an hour,90.0,91.0,f,host neighbourhood not available,2,['phone'],t,"Venice, Veneto, Italy",Private room in condo,Private room,1.0,2,30,t,3,11,11,1,4.73,4.91,4.82,4.91,4.91,5.0,4.45,t,160.0,160.0,0.0,1.0,2.0,1.71,17,17,212,92.93150684931507,58.082191780821915,1 private bath,80.0,2.0,0.0,0.0
6242,"Venice, Italy",within an hour,90.0,91.0,f,host neighbourhood not available,2,['phone'],t,"Venice, Veneto, Italy",Private room in condo,Private room,1.0,2,30,t,5,21,21,1,4.29,4.76,4.52,4.71,4.57,4.67,4.19,t,140.0,140.0,0.0,1.0,2.0,2.11,27,27,222,85.15068493150685,60.82191780821918,1 private bath,70.0,2.0,0.0,0.0
6243,"Venice, Italy",within an hour,100.0,93.0,t,host neighbourhood not available,3,"['email', 'phone']",t,neighbourhood not available,Private room in condo,Private room,1.0,1,30,t,3,70,70,1,4.83,4.81,4.86,4.84,4.79,4.84,4.73,f,87.43835616438356,87.43835616438356,45.63314846740933,1.0,2.0,6.62,21,41,54,21.5013698630137,14.794520547945206,1 private bath,43.71917808219178,2.0,0.0,52.18893683410435
6244,host location not available,within an hour,100.0,100.0,f,host neighbourhood not available,19,"['email', 'phone']",t,neighbourhood not available,Private room in rental unit,Private room,1.0,2,1125,t,20,26,26,6,4.0,4.15,3.96,4.42,4.27,4.46,4.19,t,51.558904109589044,51.558904109589044,19.804399525205667,1.0,2.0,2.57,50,80,355,50.06849315068493,97.26027397260275,1 shared bath,25.779452054794522,2.0,0.0,38.41121115202757
6245,host location not available,within an hour,100.0,100.0,f,host neighbourhood not available,19,"['email', 'phone']",t,neighbourhood not available,Private room in rental unit,Private room,1.0,1,1125,t,11,44,44,7,4.3,4.2,3.84,4.64,4.48,4.34,4.5,t,49.0,49.0,0.0,1.0,2.0,4.34,11,11,11,49.0,100.0,1 shared bath,24.5,2.0,0.0,0.0
6246,"Venice, Italy",within an hour,99.0,99.0,f,host neighbourhood not available,22,"['email', 'phone']",t,neighbourhood not available,Private room in condo,Private room,1.0,1,3,t,2,30,30,4,4.23,4.47,4.33,4.5,4.57,4.77,4.2,t,67.37260273972603,67.37260273972603,5.232854270045261,1.0,2.0,3.61,17,47,316,58.66027397260274,86.57534246575342,1 bath,33.68630136986302,2.0,0.0,7.767035942281811
6247,"Lido, Italy",within an hour,100.0,100.0,f,host neighbourhood not available,3,"['email', 'phone']",t,neighbourhood not available,Entire condo,Entire home/apt,3.0,3,14,t,9,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,t,130.0,130.0,0.0,4.0,5.0,0.24,20,50,306,108.98630136986301,83.83561643835617,2 baths,26.0,1.25,0.0,0.0
6248,host location not available,within a few hours,80.0,51.0,f,host neighbourhood not available,9,"['email', 'phone', 'work_email']",t,"Venice, Veneto, Italy",Room in boutique hotel,Private room,1.0,2,60,t,5,0,0,0,4.699328233657858,4.765781402481528,4.7581486128537565,4.812938798271295,4.800136604404795,4.833939774153075,4.652796598354941,t,241.42465753424656,241.42465753424656,116.40398554978329,1.0,2.0,1.8503838664812238,25,55,294,178.7945205479452,80.54794520547945,1 private bath,120.71232876712328,2.0,0.0,48.215450210702336
6249,host location not available,within a day,75.0,50.0,f,San Polo,2,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire condo,Entire home/apt,1.0,1,365,t,0,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,418.78356164383564,418.78356164383564,160.4570215758541,2.0,4.0,0.83,12,42,99,59.18904109589041,27.123287671232877,1 bath,104.69589041095891,2.0,0.0,38.31502386245011
6250,"Venice, Italy",within a few hours,100.0,100.0,f,host neighbourhood not available,4,"['email', 'phone']",t,neighbourhood not available,Private room in home,Private room,1.0,3,365,t,30,0,0,0,4.699328233657858,4.765781402481528,4.7581486128537565,4.812938798271295,4.800136604404795,4.833939774153075,4.652796598354941,t,1027.3972602739725,1027.3972602739725,232.79257496644135,1.0,2.0,1.8503838664812238,60,90,365,1027.3972602739725,100.0,1 private bath,513.6986301369863,2.0,0.0,22.658477296733626
6251,"Venice, Italy",within an hour,100.0,100.0,t,San Polo,19,"['email', 'phone']",t,neighbourhood not available,Private room in bed and breakfast,Private room,1.0,1,1125,t,6,63,63,8,4.75,4.68,4.68,4.86,4.87,4.92,4.68,t,371.1068493150685,371.1068493150685,145.67743262439427,1.0,2.0,6.16,29,59,270,270.46027397260275,73.97260273972603,1 private bath,185.55342465753424,2.0,0.0,39.25484881059542
6252,"Venice, Italy",within an hour,100.0,100.0,t,San Polo,19,"['email', 'phone']",t,neighbourhood not available,Private room in bed and breakfast,Private room,1.0,1,1125,t,1,52,52,3,4.88,4.87,4.87,4.9,4.9,4.98,4.79,t,367.6849315068493,367.6849315068493,148.07485082937234,1.0,2.0,5.15,22,52,257,255.91780821917808,70.41095890410959,1 private bath,183.84246575342465,2.0,0.0,40.27221083619903
6253,"Venice, Italy",response not available,96.16273880909218,100.0,f,Castello,5,"['email', 'phone']",f,neighbourhood not available,Private room in rental unit,Private room,1.0,2,28,t,17,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,252.93150684931507,252.93150684931507,32.97365280518028,2.469668306217682,3.0,0.1,43,73,325,222.32876712328766,89.04109589041096,1 private bath,84.31050228310502,1.7769961493198232,0.0,13.036593667559359
6254,"Venice, Italy",within an hour,100.0,100.0,f,Santa Croce,66,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,3.0,1,28,t,5,32,32,3,4.75,4.69,4.72,4.91,4.88,5.0,4.69,t,420.61095890410957,420.61095890410957,73.01167971001597,3.0,6.0,3.3,13,37,37,30.53150684931507,10.136986301369863,3 baths,70.10182648401826,2.0,0.0,17.358482503700312
6255,"Venice, Italy",within an hour,100.0,100.0,t,Cannaregio,4,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,3,16,t,2,24,24,2,4.83,4.83,4.83,4.83,5.0,4.83,4.79,t,139.91780821917808,139.91780821917808,1.5702717677706348,2.0,3.0,3.73,19,49,320,122.65753424657534,87.67123287671232,1 bath,46.63926940639269,1.5,0.0,1.1222815649819498
6256,host location not available,response not available,96.16273880909218,93.0969346598548,f,host neighbourhood not available,1,['phone'],t,neighbourhood not available,Entire rental unit,Entire home/apt,2.0,2,365,t,11,0,0,0,4.699328233657858,4.765781402481528,4.7581486128537565,4.812938798271295,4.800136604404795,4.833939774153075,4.652796598354941,t,255.6986301369863,255.6986301369863,9.040028401666413,3.0,4.0,1.8503838664812238,27,57,332,232.3835616438356,90.95890410958904,1 bath,63.92465753424658,1.3333333333333333,0.0,3.5354230864762033
6257,"Venice, Italy",within an hour,100.0,93.0,t,host neighbourhood not available,3,"['email', 'phone']",t,"Venice, Veneto, Italy",Private room in condo,Private room,1.0,1,30,t,8,30,30,2,4.7,4.87,4.8,4.87,4.9,4.83,4.83,f,80.86849315068493,80.86849315068493,40.61077942726783,1.0,2.0,2.93,31,51,64,24.45205479452055,17.534246575342465,1 private bath,40.43424657534246,2.0,0.0,50.2182962054164
6258,host location not available,response not available,96.16273880909218,100.0,f,host neighbourhood not available,1,"['email', 'phone']",t,neighbourhood not available,Entire condo,Entire home/apt,1.0,2,29,t,3,2,2,0,4.5,4.0,4.5,5.0,5.0,5.0,5.0,t,102.68493150684931,102.68493150684931,17.397167819530306,2.0,4.0,0.29,4,26,80,25.424657534246574,21.91780821917808,1 bath,25.671232876712327,2.0,0.0,16.94227922659702
6259,"Venice, Italy",within an hour,90.0,100.0,f,host neighbourhood not available,13,"['email', 'phone']",t,neighbourhood not available,Private room in rental unit,Private room,1.0,1,1125,t,0,16,16,2,4.56,4.81,4.38,4.69,4.31,4.88,4.63,t,49.942465753424656,49.942465753424656,7.3454388517865326,1.0,2.0,2.51,20,50,320,43.323287671232876,87.67123287671232,1.5 shared baths,24.971232876712328,2.0,0.0,14.707801749421714
6260,"Venice, Italy",within an hour,90.0,100.0,f,host neighbourhood not available,13,"['email', 'phone']",t,neighbourhood not available,Private room in rental unit,Private room,1.0,1,1125,t,2,19,19,2,4.0,4.32,3.95,4.32,4.58,4.84,4.37,t,50.772602739726025,50.772602739726025,8.47201696786772,1.0,2.0,1.91,26,56,331,45.53150684931507,90.68493150684932,1.5 shared baths,25.386301369863013,2.0,0.0,16.68619789160219
6261,host location not available,within an hour,100.0,99.0,f,host neighbourhood not available,13,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire condo,Entire home/apt,3.0,2,1125,t,18,26,26,4,3.62,3.65,3.15,4.15,3.73,4.35,3.62,t,214.6164383561644,214.6164383561644,516.1230960521809,5.0,8.0,2.68,48,78,262,181.62191780821917,71.78082191780823,2 baths,26.82705479452055,1.6,0.0,240.486283345945
